LineId,Device,type,time,Content,EventId,EventTemplate,ParameterList
104,Client03,PATH,1584200407.875:4305,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json.tmp"" inode=516685 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json.tmp""', '516685', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
105,Client03,PROCTITLE,1584200407.875:4305,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
106,Client03,SYSCALL,1584200407.875:4306,"arch=c000003e syscall=87 success=yes exit=0 a0=7f23afb3bd08 a1=1 a2=7f23bff7fa30 a3=0 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=7f23afb3bd08', 'a1=1 a2=7f23bff7fa30 a3=0', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
107,Client03,CWD,1584200407.875:4306,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
108,Client03,PATH,1584200407.875:4306,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
109,Client03,PATH,1584200407.875:4306,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json"" inode=516665 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json""', '516665', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
110,Client03,PROCTITLE,1584200407.875:4306,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
111,Client03,SYSCALL,1584200407.879:4307,"arch=c000003e syscall=82 success=yes exit=0 a0=7f23afb3be08 a1=7f23afb3bd08 a2=ffffffffffffff48 a3=0 items=4 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=7f23afb3be08', 'a1=7f23afb3bd08 a2=ffffffffffffff48 a3=0', '4', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
112,Client03,CWD,1584200407.879:4307,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
113,Client03,PATH,1584200407.879:4307,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
114,Client03,PATH,1584200407.879:4307,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
115,Client03,PATH,1584200407.879:4307,"item=2 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json.tmp"" inode=516685 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json.tmp""', '516685', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
116,Client03,PATH,1584200407.879:4307,"item=3 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json"" inode=516685 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/xulstore.json""', '516685', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
117,Client03,PROCTITLE,1584200407.879:4307,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
118,Client03,SYSCALL,1584200436.803:4308,"arch=c000003e syscall=257 success=yes exit=15 a0=ffffff9c a1=5623ae3e39b0 a2=c2 a3=1b6 items=2 ppid=1 pid=1952 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""Thunar"" exe=""/usr/bin/thunar"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '15', 'a0=ffffff9c', 'a1=5623ae3e39b0 a2=c2 a3=1b6', '2', '1', '1952', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""Thunar"" exe=""/usr/bin/thunar"" key=""home""']"
119,Client03,CWD,1584200436.803:4308,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
120,Client03,PATH,1584200436.803:4308,"item=0 name=""/home/akep/.config/"" inode=516303 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.config/""', '516303', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
121,Client03,PATH,1584200436.803:4308,"item=1 name=""/home/akep/.config/mimeapps.list.8JXZG0"" inode=516665 dev=08:01 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.config/mimeapps.list.8JXZG0""', '516665', '08:01', '0100664', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
122,Client03,PROCTITLE,1584200436.803:4308,proctitle=5468756E6172002D2D6461656D6F6E,849acd71,proctitle<*>,['=5468756E6172002D2D6461656D6F6E']
123,Client03,SYSCALL,1584200436.827:4309,"arch=c000003e syscall=82 success=yes exit=0 a0=5623ae36fbc0 a1=5623ae3ce3b0 a2=5623adf98010 a3=52 items=5 ppid=1 pid=1952 auid=4294967295 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=4294967295 comm=""Thunar"" exe=""/usr/bin/thunar"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=5623ae36fbc0', 'a1=5623ae3ce3b0 a2=5623adf98010 a3=52', '5', '1', '1952', '4294967295', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '4294967295', 'comm=""Thunar"" exe=""/usr/bin/thunar"" key=""home""']"
124,Client03,CWD,1584200436.827:4309,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
125,Client03,PATH,1584200436.827:4309,"item=0 name=""/home/akep/.config/"" inode=516303 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.config/""', '516303', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
126,Client03,PATH,1584200436.827:4309,"item=1 name=""/home/akep/.config/"" inode=516303 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.config/""', '516303', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
127,Client03,PATH,1584200436.827:4309,"item=2 name=""/home/akep/.config/mimeapps.list.8JXZG0"" inode=516665 dev=08:01 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.config/mimeapps.list.8JXZG0""', '516665', '08:01', '0100664', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
128,Client03,PATH,1584200436.827:4309,"item=3 name=""/home/akep/.config/mimeapps.list"" inode=516680 dev=08:01 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.config/mimeapps.list""', '516680', '08:01', '0100664', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
129,Client03,PATH,1584200436.827:4309,"item=4 name=""/home/akep/.config/mimeapps.list"" inode=516665 dev=08:01 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['4 name=""/home/akep/.config/mimeapps.list""', '516665', '08:01', '0100664', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
130,Client03,PROCTITLE,1584200436.827:4309,proctitle=5468756E6172002D2D6461656D6F6E,849acd71,proctitle<*>,['=5468756E6172002D2D6461656D6F6E']
131,Client03,SYSCALL,1584200436.979:4310,"arch=c000003e syscall=257 success=yes exit=4 a0=ffffff9c a1=55ec4b69bdc0 a2=c2 a3=180 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts3 ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '4', 'a0=ffffff9c', 'a1=55ec4b69bdc0 a2=c2 a3=180', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts3', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
132,Client03,CWD,1584200436.979:4310,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
133,Client03,PATH,1584200436.979:4310,"item=0 name=""/home/akep/Downloads/"" inode=516310 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/Downloads/""', '516310', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
134,Client03,PATH,1584200436.979:4310,"item=1 name=""/home/akep/Downloads/.Report_2020.sh.swp"" inode=516680 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/Downloads/.Report_2020.sh.swp""', '516680', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
135,Client03,PROCTITLE,1584200436.979:4310,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
136,Client03,SYSCALL,1584200436.983:4311,"arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=55ec4b69bd80 a2=c2 a3=180 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts3 ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '5', 'a0=ffffff9c', 'a1=55ec4b69bd80 a2=c2 a3=180', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts3', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
137,Client03,CWD,1584200436.983:4311,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
138,Client03,PATH,1584200436.983:4311,"item=0 name=""/home/akep/Downloads/"" inode=516310 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/Downloads/""', '516310', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
139,Client03,PATH,1584200436.983:4311,"item=1 name=""/home/akep/Downloads/.Report_2020.sh.swx"" inode=517932 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/Downloads/.Report_2020.sh.swx""', '517932', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
140,Client03,PROCTITLE,1584200436.983:4311,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
141,Client03,SYSCALL,1584200436.983:4312,"arch=c000003e syscall=87 success=yes exit=0 a0=55ec4b69bd80 a1=7ffcae3e9f10 a2=0 a3=180 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts3 ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=55ec4b69bd80', 'a1=7ffcae3e9f10 a2=0 a3=180', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts3', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
142,Client03,CWD,1584200436.983:4312,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
143,Client03,PATH,1584200436.983:4312,"item=0 name=""/home/akep/Downloads/"" inode=516310 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/Downloads/""', '516310', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
144,Client03,PATH,1584200436.983:4312,"item=1 name=""/home/akep/Downloads/.Report_2020.sh.swx"" inode=517932 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/Downloads/.Report_2020.sh.swx""', '517932', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
145,Client03,PROCTITLE,1584200436.983:4312,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
146,Client03,SYSCALL,1584200436.983:4313,"arch=c000003e syscall=87 success=yes exit=0 a0=55ec4b69bdc0 a1=7ffcae3e9f10 a2=0 a3=180 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts3 ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=55ec4b69bdc0', 'a1=7ffcae3e9f10 a2=0 a3=180', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts3', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
147,Client03,CWD,1584200436.983:4313,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
148,Client03,PATH,1584200436.983:4313,"item=0 name=""/home/akep/Downloads/"" inode=516310 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/Downloads/""', '516310', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
149,Client03,PATH,1584200436.983:4313,"item=1 name=""/home/akep/Downloads/.Report_2020.sh.swp"" inode=516680 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/Downloads/.Report_2020.sh.swp""', '516680', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
150,Client03,PROCTITLE,1584200436.983:4313,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
151,Client03,SYSCALL,1584200436.987:4314,"arch=c000003e syscall=257 success=yes exit=4 a0=ffffff9c a1=55ec4b69bdc0 a2=200c2 a3=180 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts3 ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '4', 'a0=ffffff9c', 'a1=55ec4b69bdc0 a2=200c2 a3=180', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts3', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
152,Client03,CWD,1584200436.987:4314,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
153,Client03,PATH,1584200436.987:4314,"item=0 name=""/home/akep/Downloads/"" inode=516310 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/Downloads/""', '516310', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
154,Client03,PATH,1584200436.987:4314,"item=1 name=""/home/akep/Downloads/.Report_2020.sh.swp"" inode=516680 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/Downloads/.Report_2020.sh.swp""', '516680', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
155,Client03,PROCTITLE,1584200436.987:4314,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
