LineId,Device,type,time,Content,EventId,EventTemplate,ParameterList
258,Client03,PATH,1584200524.947:4335,"item=2 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json.tmp"" inode=517934 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json.tmp""', '517934', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
259,Client03,PATH,1584200524.947:4335,"item=3 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json"" inode=517934 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/logins.json""', '517934', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
260,Client03,PROCTITLE,1584200524.947:4335,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
261,Client03,SYSCALL,1584200551.059:4336,"arch=c000003e syscall=257 success=yes exit=6 a0=ffffff9c a1=7f23b0bd0b5c a2=a0042 a3=1a4 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=51756F74614D616E6167657220494F exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '6', 'a0=ffffff9c', 'a1=7f23b0bd0b5c a2=a0042 a3=1a4', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=51756F74614D616E6167657220494F exe=""/usr/lib/firefox/firefox"" key=""home""']"
262,Client03,CWD,1584200551.059:4336,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
263,Client03,PATH,1584200551.059:4336,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
264,Client03,PATH,1584200551.059:4336,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite"" inode=516516 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite""', '516516', '08:01', '0100644', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
265,Client03,PROCTITLE,1584200551.059:4336,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
266,Client03,SYSCALL,1584200551.059:4337,"arch=c000003e syscall=257 success=yes exit=51 a0=ffffff9c a1=7f23b0bd0c6d a2=a0042 a3=1a4 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=51756F74614D616E6167657220494F exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '51', 'a0=ffffff9c', 'a1=7f23b0bd0c6d a2=a0042 a3=1a4', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=51756F74614D616E6167657220494F exe=""/usr/lib/firefox/firefox"" key=""home""']"
267,Client03,CWD,1584200551.059:4337,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
268,Client03,PATH,1584200551.059:4337,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
269,Client03,PATH,1584200551.059:4337,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal"" inode=516413 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal""', '516413', '08:01', '0100644', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
270,Client03,PROCTITLE,1584200551.059:4337,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
271,Client03,SYSCALL,1584200551.059:4338,"arch=c000003e syscall=87 success=yes exit=0 a0=7f23b0bd0c6d a1=7f23b0bd0c6d a2=0 a3=0 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=51756F74614D616E6167657220494F exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=7f23b0bd0c6d', 'a1=7f23b0bd0c6d a2=0 a3=0', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=51756F74614D616E6167657220494F exe=""/usr/lib/firefox/firefox"" key=""home""']"
272,Client03,CWD,1584200551.059:4338,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
273,Client03,PATH,1584200551.059:4338,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
274,Client03,PATH,1584200551.059:4338,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal"" inode=516413 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal""', '516413', '08:01', '0100644', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
275,Client03,PROCTITLE,1584200551.059:4338,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
276,Client03,SYSCALL,1584200551.063:4339,"arch=c000003e syscall=257 success=yes exit=6 a0=ffffff9c a1=7f23b0bcf35c a2=a0042 a3=1a4 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=496E646578656444422023313437 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '6', 'a0=ffffff9c', 'a1=7f23b0bcf35c a2=a0042 a3=1a4', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=496E646578656444422023313437 exe=""/usr/lib/firefox/firefox"" key=""home""']"
277,Client03,CWD,1584200551.063:4339,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
278,Client03,PATH,1584200551.063:4339,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
279,Client03,PATH,1584200551.063:4339,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/1657114595AmcateirvtiSty.sqlite"" inode=516539 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/1657114595AmcateirvtiSty.sqlite""', '516539', '08:01', '0100644', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
280,Client03,PROCTITLE,1584200551.063:4339,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
281,Client03,SYSCALL,1584200551.063:4340,"arch=c000003e syscall=257 success=yes exit=51 a0=ffffff9c a1=7f23b0bcf469 a2=a0042 a3=1a4 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=496E646578656444422023313437 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '51', 'a0=ffffff9c', 'a1=7f23b0bcf469 a2=a0042 a3=1a4', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=496E646578656444422023313437 exe=""/usr/lib/firefox/firefox"" key=""home""']"
282,Client03,CWD,1584200551.063:4340,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
283,Client03,PATH,1584200551.063:4340,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
284,Client03,PATH,1584200551.063:4340,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/1657114595AmcateirvtiSty.sqlite-wal"" inode=516413 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/1657114595AmcateirvtiSty.sqlite-wal""', '516413', '08:01', '0100644', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
285,Client03,PROCTITLE,1584200551.063:4340,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
286,Client03,SYSCALL,1584200551.063:4341,"arch=c000003e syscall=257 success=yes exit=165 a0=ffffff9c a1=7f23b0bd335c a2=a0042 a3=1a4 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=496E646578656444422023313438 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '165', 'a0=ffffff9c', 'a1=7f23b0bd335c a2=a0042 a3=1a4', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=496E646578656444422023313438 exe=""/usr/lib/firefox/firefox"" key=""home""']"
287,Client03,CWD,1584200551.063:4341,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
288,Client03,PATH,1584200551.063:4341,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
289,Client03,PATH,1584200551.063:4341,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite"" inode=516516 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite""', '516516', '08:01', '0100644', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
290,Client03,PROCTITLE,1584200551.063:4341,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
291,Client03,SYSCALL,1584200551.067:4342,"arch=c000003e syscall=257 success=yes exit=166 a0=ffffff9c a1=7f23b0bd346d a2=a0042 a3=1a4 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=496E646578656444422023313438 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '166', 'a0=ffffff9c', 'a1=7f23b0bd346d a2=a0042 a3=1a4', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=496E646578656444422023313438 exe=""/usr/lib/firefox/firefox"" key=""home""']"
292,Client03,CWD,1584200551.067:4342,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
293,Client03,PATH,1584200551.067:4342,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
294,Client03,PATH,1584200551.067:4342,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal"" inode=517935 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal""', '517935', '08:01', '0100644', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
295,Client03,PROCTITLE,1584200551.067:4342,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
296,Client03,SYSCALL,1584200563.067:4343,"arch=c000003e syscall=87 success=yes exit=0 a0=7f23b0bd346d a1=7f23b0bd346d a2=0 a3=0 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=496E646578656444422023313438 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=7f23b0bd346d', 'a1=7f23b0bd346d a2=0 a3=0', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=496E646578656444422023313438 exe=""/usr/lib/firefox/firefox"" key=""home""']"
297,Client03,CWD,1584200563.067:4343,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
298,Client03,PATH,1584200563.067:4343,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
299,Client03,PATH,1584200563.067:4343,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal"" inode=517935 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/3870112724rsegmnoittet-es.sqlite-wal""', '517935', '08:01', '0100644', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
300,Client03,PROCTITLE,1584200563.067:4343,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
301,Client03,SYSCALL,1584200563.067:4344,"arch=c000003e syscall=87 success=yes exit=0 a0=7f23b0bcf469 a1=7f23b0bcf469 a2=0 a3=0 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=496E646578656444422023313437 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=7f23b0bcf469', 'a1=7f23b0bcf469 a2=0 a3=0', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=496E646578656444422023313437 exe=""/usr/lib/firefox/firefox"" key=""home""']"
302,Client03,CWD,1584200563.067:4344,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
303,Client03,PATH,1584200563.067:4344,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/"" inode=516515 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/""', '516515', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
304,Client03,PATH,1584200563.067:4344,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/1657114595AmcateirvtiSty.sqlite-wal"" inode=516413 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/storage/permanent/chrome/idb/1657114595AmcateirvtiSty.sqlite-wal""', '516413', '08:01', '0100644', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
305,Client03,PROCTITLE,1584200563.067:4344,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
